Entity,Code,Year,Population - Sex: female - Age: all - Variant: estimates
Lebanon,LBN,1980,1473410
Lebanon,LBN,1981,1506433
Lebanon,LBN,1982,1532456
Lebanon,LBN,1983,1556321
Lebanon,LBN,1984,1587655
Lebanon,LBN,1985,1622421
Lebanon,LBN,1986,1666411
Lebanon,LBN,1987,1710611
Lebanon,LBN,1988,1745814
Lebanon,LBN,1989,1782495
Lebanon,LBN,1990,1819512
Lebanon,LBN,1991,1856845
Lebanon,LBN,1992,1894967
Lebanon,LBN,1993,1930577
Lebanon,LBN,1994,1964242
Lebanon,LBN,1995,1998920
Lebanon,LBN,1996,2035240
Lebanon,LBN,1997,2071412
Lebanon,LBN,1998,2107262
Lebanon,LBN,1999,2143740
Lebanon,LBN,2000,2180310
Lebanon,LBN,2001,2216149
Lebanon,LBN,2002,2246499
Lebanon,LBN,2003,2277096
Lebanon,LBN,2004,2313629
Lebanon,LBN,2005,2349248
Lebanon,LBN,2006,2389353
Lebanon,LBN,2007,2436011
Lebanon,LBN,2008,2476493
Lebanon,LBN,2009,2509707
Lebanon,LBN,2010,2533731
Lebanon,LBN,2011,2560426
Lebanon,LBN,2012,2629678
Lebanon,LBN,2013,2883584
Lebanon,LBN,2014,3185398
Lebanon,LBN,2015,3254464
Lebanon,LBN,2016,3193234
Lebanon,LBN,2017,3125697
Lebanon,LBN,2018,3051909
Lebanon,LBN,2019,2971464
Lebanon,LBN,2020,2932385
Lebanon,LBN,2021,2940406
Lebanon,LBN,2022,2953397
Lebanon,LBN,2023,2966888
Lithuania,LTU,1950,1335528
Lithuania,LTU,1951,1346300
Lithuania,LTU,1952,1358196
Lithuania,LTU,1953,1370872
Lithuania,LTU,1954,1384134
Lithuania,LTU,1955,1398046
Lithuania,LTU,1956,1412768
Lithuania,LTU,1957,1428791
Lithuania,LTU,1958,1446266
Lithuania,LTU,1959,1468948
Lithuania,LTU,1960,1492731
Lithuania,LTU,1961,1512959
Lithuania,LTU,1962,1531769
Lithuania,LTU,1963,1549229
Lithuania,LTU,1964,1566869
Lithuania,LTU,1965,1583721
Lithuania,LTU,1966,1599921
Lithuania,LTU,1967,1616452
Lithuania,LTU,1968,1633074
Lithuania,LTU,1969,1648839
Lithuania,LTU,1970,1664433
Lithuania,LTU,1971,1681492
Lithuania,LTU,1972,1698326
Lithuania,LTU,1973,1713778
Lithuania,LTU,1974,1728791
Lithuania,LTU,1975,1743592
Lithuania,LTU,1976,1758189
Lithuania,LTU,1977,1772767
Lithuania,LTU,1978,1786506
Lithuania,LTU,1979,1799259
Lithuania,LTU,1980,1811550
Lithuania,LTU,1981,1823914
Lithuania,LTU,1982,1837103
Lithuania,LTU,1983,1851417
Lithuania,LTU,1984,1866013
Lithuania,LTU,1985,1880479
Lithuania,LTU,1986,1895925
Lithuania,LTU,1987,1912158
Lithuania,LTU,1988,1934645
Lithuania,LTU,1989,1946558
Lithuania,LTU,1990,1946524
Lithuania,LTU,1991,1950223
Lithuania,LTU,1992,1948818
Lithuania,LTU,1993,1941129
Lithuania,LTU,1994,1930170
Lithuania,LTU,1995,1918141
Lithuania,LTU,1996,1906444
Lithuania,LTU,1997,1895055
Lithuania,LTU,1998,1883521
Lithuania,LTU,1999,1872278
Lithuania,LTU,2000,1862522
Lithuania,LTU,2001,1850275
Lithuania,LTU,2002,1836568
Lithuania,LTU,2003,1822564
Lithuania,LTU,2004,1803417
Lithuania,LTU,2005,1776752
Lithuania,LTU,2006,1751991
Lithuania,LTU,2007,1734053
Lithuania,LTU,2008,1717867
Lithuania,LTU,2009,1701245
Lithuania,LTU,2010,1668783
Lithuania,LTU,2011,1633040
Lithuania,LTU,2012,1611908
Lithuania,LTU,2013,1595695
Lithuania,LTU,2014,1581790
Lithuania,LTU,2015,1567582
Lithuania,LTU,2016,1547983
Lithuania,LTU,2017,1524355
Lithuania,LTU,2018,1505834
Lithuania,LTU,2019,1494898
Lithuania,LTU,2020,1486638
Lithuania,LTU,2021,1480904
Lithuania,LTU,2022,1490728
Lithuania,LTU,2023,1508296
Luxembourg,LUX,1950,148759
Luxembourg,LUX,1951,149682
Luxembourg,LUX,1952,150658
Luxembourg,LUX,1953,151677
Luxembourg,LUX,1954,152694
Luxembourg,LUX,1955,153720
Luxembourg,LUX,1956,154677
Luxembourg,LUX,1957,155557
Luxembourg,LUX,1958,156496
Luxembourg,LUX,1959,157662
Luxembourg,LUX,1960,158778
Luxembourg,LUX,1961,160159
Luxembourg,LUX,1962,161970
Luxembourg,LUX,1963,163711
Luxembourg,LUX,1964,165509
Luxembourg,LUX,1965,167392
Luxembourg,LUX,1966,169259
Luxembourg,LUX,1967,170637
Luxembourg,LUX,1968,171487
Luxembourg,LUX,1969,172228
Luxembourg,LUX,1970,172941
Luxembourg,LUX,1971,174153
Luxembourg,LUX,1972,175814
Luxembourg,LUX,1973,177309
Luxembourg,LUX,1974,178629
Luxembourg,LUX,1975,179926
Luxembourg,LUX,1976,181204
Luxembourg,LUX,1977,182603
Luxembourg,LUX,1978,184222
Luxembourg,LUX,1979,185397
Luxembourg,LUX,1980,186072
Luxembourg,LUX,1981,186714
Luxembourg,LUX,1982,187303
Luxembourg,LUX,1983,187766
Luxembourg,LUX,1984,188016
Luxembourg,LUX,1985,188388
Luxembourg,LUX,1986,189252
Luxembourg,LUX,1987,190322
Luxembourg,LUX,1988,191600
Luxembourg,LUX,1989,193088
Luxembourg,LUX,1990,194832
Luxembourg,LUX,1991,197015
Luxembourg,LUX,1992,199410
Luxembourg,LUX,1993,201997
Luxembourg,LUX,1994,204734
Luxembourg,LUX,1995,207672
Luxembourg,LUX,1996,210469
Luxembourg,LUX,1997,212989
Luxembourg,LUX,1998,215351
Luxembourg,LUX,1999,217961
Luxembourg,LUX,2000,221185
Luxembourg,LUX,2001,224149
Luxembourg,LUX,2002,226424
Luxembourg,LUX,2003,228911
Luxembourg,LUX,2004,231776
Luxembourg,LUX,2005,235134
Luxembourg,LUX,2006,238787
Luxembourg,LUX,2007,242392
Luxembourg,LUX,2008,246552
Luxembourg,LUX,2009,250802
Luxembourg,LUX,2010,255103
Luxembourg,LUX,2011,260225
Luxembourg,LUX,2012,265854
Luxembourg,LUX,2013,271617
Luxembourg,LUX,2014,277764
Luxembourg,LUX,2015,283980
Luxembourg,LUX,2016,290564
Luxembourg,LUX,2017,296813
Luxembourg,LUX,2018,302376
Luxembourg,LUX,2019,308241
Luxembourg,LUX,2020,313299
Luxembourg,LUX,2021,317905
Luxembourg,LUX,2022,324429
Luxembourg,LUX,2023,330423
Malaysia,MYS,1950,2952025
Malaysia,MYS,1951,3031574
Malaysia,MYS,1952,3114908
Malaysia,MYS,1953,3201547
Malaysia,MYS,1954,3292119
Malaysia,MYS,1955,3387266
Malaysia,MYS,1956,3487032
Malaysia,MYS,1957,3591687
Malaysia,MYS,1958,3695577
Malaysia,MYS,1959,3798089
Malaysia,MYS,1960,3904224
Malaysia,MYS,1961,4013957
Malaysia,MYS,1962,4126943
Malaysia,MYS,1963,4242598
Malaysia,MYS,1964,4360021
Malaysia,MYS,1965,4478011
Malaysia,MYS,1966,4595807
Malaysia,MYS,1967,4711051
Malaysia,MYS,1968,4824667
Malaysia,MYS,1969,4940177
Malaysia,MYS,1970,5059439
Malaysia,MYS,1971,5183103
Malaysia,MYS,1972,5309397
Malaysia,MYS,1973,5438361
Malaysia,MYS,1974,5570518
Malaysia,MYS,1975,5705428
Malaysia,MYS,1976,5843907
Malaysia,MYS,1977,5986265
Malaysia,MYS,1978,6132291
Malaysia,MYS,1979,6281991
Malaysia,MYS,1980,6454306
Malaysia,MYS,1981,6651249
Malaysia,MYS,1982,6856318
Malaysia,MYS,1983,7070101
Malaysia,MYS,1984,7292917
Malaysia,MYS,1985,7525268
Malaysia,MYS,1986,7764779
Malaysia,MYS,1987,8007937
Malaysia,MYS,1988,8252287
Malaysia,MYS,1989,8495509
Malaysia,MYS,1990,8738595
Malaysia,MYS,1991,8978656
Malaysia,MYS,1992,9211288
Malaysia,MYS,1993,9442153
Malaysia,MYS,1994,9678264
Malaysia,MYS,1995,9920774
Malaysia,MYS,1996,10167534
Malaysia,MYS,1997,10416192
Malaysia,MYS,1998,10667550
Malaysia,MYS,1999,10918533
Malaysia,MYS,2000,11169536
Malaysia,MYS,2001,11427664
Malaysia,MYS,2002,11690928
Malaysia,MYS,2003,11954623
Malaysia,MYS,2004,12218199
Malaysia,MYS,2005,12482596
Malaysia,MYS,2006,12748161
Malaysia,MYS,2007,13013162
Malaysia,MYS,2008,13274119
Malaysia,MYS,2009,13527153
Malaysia,MYS,2010,13766511
Malaysia,MYS,2011,13988077
Malaysia,MYS,2012,14203262
Malaysia,MYS,2013,14423224
Malaysia,MYS,2014,14648656
Malaysia,MYS,2015,14882316
Malaysia,MYS,2016,15125578
Malaysia,MYS,2017,15374024
Malaysia,MYS,2018,15620142
Malaysia,MYS,2019,15854593
Malaysia,MYS,2020,16067730
Malaysia,MYS,2021,16273736
Malaysia,MYS,2022,16491014
Malaysia,MYS,2023,16716232
Malta,MLT,1950,154423
Malta,MLT,1951,157341
Malta,MLT,1952,159935
Malta,MLT,1953,162527
Malta,MLT,1954,165132
Malta,MLT,1955,167735
Malta,MLT,1956,170306
Malta,MLT,1957,172849
Malta,MLT,1958,174355
Malta,MLT,1959,174731
Malta,MLT,1960,174892
Malta,MLT,1961,174839
Malta,MLT,1962,174606
Malta,MLT,1963,174201
Malta,MLT,1964,173635
Malta,MLT,1965,172897
Malta,MLT,1966,171997
Malta,MLT,1967,171064
Malta,MLT,1968,170757
Malta,MLT,1969,171070
Malta,MLT,1970,171397
Malta,MLT,1971,171746
Malta,MLT,1972,172151
Malta,MLT,1973,172596
Malta,MLT,1974,173098
Malta,MLT,1975,173640
Malta,MLT,1976,174211
Malta,MLT,1977,174785
Malta,MLT,1978,175362
Malta,MLT,1979,175957
Malta,MLT,1980,176539
Malta,MLT,1981,177126
Malta,MLT,1982,177726
Malta,MLT,1983,178359
Malta,MLT,1984,179011
Malta,MLT,1985,179745
Malta,MLT,1986,180839
Malta,MLT,1987,182242
Malta,MLT,1988,183696
Malta,MLT,1989,185254
Malta,MLT,1990,186852
Malta,MLT,1991,188460
Malta,MLT,1992,190113
Malta,MLT,1993,191729
Malta,MLT,1994,193249
Malta,MLT,1995,194710
Malta,MLT,1996,196146
Malta,MLT,1997,197578
Malta,MLT,1998,199011
Malta,MLT,1999,200471
Malta,MLT,2000,201887
Malta,MLT,2001,203276
Malta,MLT,2002,204583
Malta,MLT,2003,205822
Malta,MLT,2004,207011
Malta,MLT,2005,208159
Malta,MLT,2006,209165
Malta,MLT,2007,210010
Malta,MLT,2008,210840
Malta,MLT,2009,211698
Malta,MLT,2010,212573
Malta,MLT,2011,213501
Malta,MLT,2012,214206
Malta,MLT,2013,214632
Malta,MLT,2014,216988
Malta,MLT,2015,221552
Malta,MLT,2016,226262
Malta,MLT,2017,231799
Malta,MLT,2018,238366
Malta,MLT,2019,245238
Malta,MLT,2020,249863
Malta,MLT,2021,252132
Malta,MLT,2022,254011
Malta,MLT,2023,256397
Mexico,MEX,1950,13852219
Mexico,MEX,1951,14216450
Mexico,MEX,1952,14598882
Mexico,MEX,1953,14999908
Mexico,MEX,1954,15421556
Mexico,MEX,1955,15863684
Mexico,MEX,1956,16324409
Mexico,MEX,1957,16803128
Mexico,MEX,1958,17300148
Mexico,MEX,1959,17816673
Mexico,MEX,1960,18361134
Mexico,MEX,1961,18943958
Mexico,MEX,1962,19562172
Mexico,MEX,1963,20208152
Mexico,MEX,1964,20881608
Mexico,MEX,1965,21583654
Mexico,MEX,1966,22312201
Mexico,MEX,1967,23064579
Mexico,MEX,1968,23836546
Mexico,MEX,1969,24620801
Mexico,MEX,1970,25412205
Mexico,MEX,1971,26210605
Mexico,MEX,1972,27019302
Mexico,MEX,1973,27839323
Mexico,MEX,1974,28669385
Mexico,MEX,1975,29505521
Mexico,MEX,1976,30342791
Mexico,MEX,1977,31180519
Mexico,MEX,1978,32023124
Mexico,MEX,1979,32866766
Mexico,MEX,1980,33702839
Mexico,MEX,1981,34538828
Mexico,MEX,1982,35378911
Mexico,MEX,1983,36217604
Mexico,MEX,1984,37054506
Mexico,MEX,1985,37891290
Mexico,MEX,1986,38730670
Mexico,MEX,1987,39574317
Mexico,MEX,1988,40421901
Mexico,MEX,1989,41266633
Mexico,MEX,1990,42111875
Mexico,MEX,1991,42962981
Mexico,MEX,1992,43814608
Mexico,MEX,1993,44664828
Mexico,MEX,1994,45513848
Mexico,MEX,1995,46361123
Mexico,MEX,1996,47200866
Mexico,MEX,1997,48029163
Mexico,MEX,1998,48849957
Mexico,MEX,1999,49664362
Mexico,MEX,2000,50465707
Mexico,MEX,2001,51234748
Mexico,MEX,2002,51975643
Mexico,MEX,2003,52706225
Mexico,MEX,2004,53428955
Mexico,MEX,2005,54151767
Mexico,MEX,2006,54885580
Mexico,MEX,2007,55655582
Mexico,MEX,2008,56463304
Mexico,MEX,2009,57284989
Mexico,MEX,2010,58110694
Mexico,MEX,2011,58938431
Mexico,MEX,2012,59751887
Mexico,MEX,2013,60547321
Mexico,MEX,2014,61307929
Mexico,MEX,2015,62006298
Mexico,MEX,2016,62658215
Mexico,MEX,2017,63292731
Mexico,MEX,2018,63932674
Mexico,MEX,2019,64578489
Mexico,MEX,2020,65163572
Mexico,MEX,2021,65668358
Mexico,MEX,2022,66211396
Mexico,MEX,2023,66813628
Montenegro,MNE,1950,214414
Montenegro,MNE,1951,218915
Montenegro,MNE,1952,224172
Montenegro,MNE,1953,228869
Montenegro,MNE,1954,232085
Montenegro,MNE,1955,234849
Montenegro,MNE,1956,237636
Montenegro,MNE,1957,240479
Montenegro,MNE,1958,243406
Montenegro,MNE,1959,246438
Montenegro,MNE,1960,249684
Montenegro,MNE,1961,252948
Montenegro,MNE,1962,255958
Montenegro,MNE,1963,258822
Montenegro,MNE,1964,261629
Montenegro,MNE,1965,264398
Montenegro,MNE,1966,267074
Montenegro,MNE,1967,269640
Montenegro,MNE,1968,272116
Montenegro,MNE,1969,274627
Montenegro,MNE,1970,277270
Montenegro,MNE,1971,279868
Montenegro,MNE,1972,282228
Montenegro,MNE,1973,284556
Montenegro,MNE,1974,286877
Montenegro,MNE,1975,289204
Montenegro,MNE,1976,291601
Montenegro,MNE,1977,294031
Montenegro,MNE,1978,296509
Montenegro,MNE,1979,299038
Montenegro,MNE,1980,301712
Montenegro,MNE,1981,304027
Montenegro,MNE,1982,305684
Montenegro,MNE,1983,307176
Montenegro,MNE,1984,308699
Montenegro,MNE,1985,310221
Montenegro,MNE,1986,311792
Montenegro,MNE,1987,313419
Montenegro,MNE,1988,315088
Montenegro,MNE,1989,316845
Montenegro,MNE,1990,318665
Montenegro,MNE,1991,320381
Montenegro,MNE,1992,321893
Montenegro,MNE,1993,323285
Montenegro,MNE,1994,324559
Montenegro,MNE,1995,325723
Montenegro,MNE,1996,326797
Montenegro,MNE,1997,327752
Montenegro,MNE,1998,328578
Montenegro,MNE,1999,329250
Montenegro,MNE,2000,329813
Montenegro,MNE,2001,330343
Montenegro,MNE,2002,330821
Montenegro,MNE,2003,331189
Montenegro,MNE,2004,331228
Montenegro,MNE,2005,330936
Montenegro,MNE,2006,330446
Montenegro,MNE,2007,329815
Montenegro,MNE,2008,329175
Montenegro,MNE,2009,328614
Montenegro,MNE,2010,328157
Montenegro,MNE,2011,328265
Montenegro,MNE,2012,328583
Montenegro,MNE,2013,328305
Montenegro,MNE,2014,327268
Montenegro,MNE,2015,325532
Montenegro,MNE,2016,323480
Montenegro,MNE,2017,321346
Montenegro,MNE,2018,319124
Montenegro,MNE,2019,317026
Montenegro,MNE,2020,315237
Montenegro,MNE,2021,313285
Montenegro,MNE,2022,318926
Montenegro,MNE,2023,328691
Nepal,NPL,1950,4219286
Nepal,NPL,1951,4305073
Nepal,NPL,1952,4390025
Nepal,NPL,1953,4473014
Nepal,NPL,1954,4555254
Nepal,NPL,1955,4637775
Nepal,NPL,1956,4720037
Nepal,NPL,1957,4802057
Nepal,NPL,1958,4882759
Nepal,NPL,1959,4965518
Nepal,NPL,1960,5053964
Nepal,NPL,1961,5147001
Nepal,NPL,1962,5243598
Nepal,NPL,1963,5342914
Nepal,NPL,1964,5445893
Nepal,NPL,1965,5553658
Nepal,NPL,1966,5665187
Nepal,NPL,1967,5780873
Nepal,NPL,1968,5901428
Nepal,NPL,1969,6025849
Nepal,NPL,1970,6154509
Nepal,NPL,1971,6285342
Nepal,NPL,1972,6418900
Nepal,NPL,1973,6556101
Nepal,NPL,1974,6696740
Nepal,NPL,1975,6842320
Nepal,NPL,1976,6991008
Nepal,NPL,1977,7146181
Nepal,NPL,1978,7309736
Nepal,NPL,1979,7478525
Nepal,NPL,1980,7652563
Nepal,NPL,1981,7830151
Nepal,NPL,1982,8011294
Nepal,NPL,1983,8199471
Nepal,NPL,1984,8391188
Nepal,NPL,1985,8583716
Nepal,NPL,1986,8777845
Nepal,NPL,1987,8971646
Nepal,NPL,1988,9169883
Nepal,NPL,1989,9381222
Nepal,NPL,1990,9611674
Nepal,NPL,1991,9862255
Nepal,NPL,1992,10144357
Nepal,NPL,1993,10428884
Nepal,NPL,1994,10699116
Nepal,NPL,1995,10968255
Nepal,NPL,1996,11227054
Nepal,NPL,1997,11477657
Nepal,NPL,1998,11720924
Nepal,NPL,1999,11957648
Nepal,NPL,2000,12185498
Nepal,NPL,2001,12405322
Nepal,NPL,2002,12619855
Nepal,NPL,2003,12827342
Nepal,NPL,2004,13022749
Nepal,NPL,2005,13204545
Nepal,NPL,2006,13371636
Nepal,NPL,2007,13525744
Nepal,NPL,2008,13670564
Nepal,NPL,2009,13806903
Nepal,NPL,2010,13936204
Nepal,NPL,2011,14043662
Nepal,NPL,2012,14128277
Nepal,NPL,2013,14206813
Nepal,NPL,2014,14294006
Nepal,NPL,2015,14403619
Nepal,NPL,2016,14505811
Nepal,NPL,2017,14581600
Nepal,NPL,2018,14660533
Nepal,NPL,2019,14813386
Nepal,NPL,2020,15024012
Nepal,NPL,2021,15234965
Nepal,NPL,2022,15370175
Nepal,NPL,2023,15415384
Netherlands,NLD,1950,5072659
Netherlands,NLD,1951,5149652
Netherlands,NLD,1952,5210226
Netherlands,NLD,1953,5266283
Netherlands,NLD,1954,5327132
Netherlands,NLD,1955,5395303
Netherlands,NLD,1956,5464407
Netherlands,NLD,1957,5532316
Netherlands,NLD,1958,5613283
Netherlands,NLD,1959,5695458
Netherlands,NLD,1960,5766557
Netherlands,NLD,1961,5842561
Netherlands,NLD,1962,5925062
Netherlands,NLD,1963,6006043
Netherlands,NLD,1964,6086023
Netherlands,NLD,1965,6165507
Netherlands,NLD,1966,6241627
Netherlands,NLD,1967,6314535
Netherlands,NLD,1968,6386056
Netherlands,NLD,1969,6460845
Netherlands,NLD,1970,6538317
Netherlands,NLD,1971,6614883
Netherlands,NLD,1972,6686249
Netherlands,NLD,1973,6748178
Netherlands,NLD,1974,6805994
Netherlands,NLD,1975,6869340
Netherlands,NLD,1976,6926455
Netherlands,NLD,1977,6973351
Netherlands,NLD,1978,7021824
Netherlands,NLD,1979,7074710
Netherlands,NLD,1980,7135259
Netherlands,NLD,1981,7190554
Netherlands,NLD,1982,7234673
Netherlands,NLD,1983,7279153
Netherlands,NLD,1984,7322797
Netherlands,NLD,1985,7365604
Netherlands,NLD,1986,7412303
Netherlands,NLD,1987,7463232
Netherlands,NLD,1988,7515011
Netherlands,NLD,1989,7564587
Netherlands,NLD,1990,7619156
Netherlands,NLD,1991,7679326
Netherlands,NLD,1992,7739575
Netherlands,NLD,1993,7796370
Netherlands,NLD,1994,7844100
Netherlands,NLD,1995,7883502
Netherlands,NLD,1996,7921983
Netherlands,NLD,1997,7964854
Netherlands,NLD,1998,8016750
Netherlands,NLD,1999,8072805
Netherlands,NLD,2000,8130479
Netherlands,NLD,2001,8189792
Netherlands,NLD,2002,8240851
Netherlands,NLD,2003,8281330
Netherlands,NLD,2004,8313498
Netherlands,NLD,2005,8336729
Netherlands,NLD,2006,8352510
Netherlands,NLD,2007,8371732
Netherlands,NLD,2008,8402691
Netherlands,NLD,2009,8442662
Netherlands,NLD,2010,8484965
Netherlands,NLD,2011,8523784
Netherlands,NLD,2012,8554650
Netherlands,NLD,2013,8579369
Netherlands,NLD,2014,8608204
Netherlands,NLD,2015,8642690
Netherlands,NLD,2016,8685009
Netherlands,NLD,2017,8735518
Netherlands,NLD,2018,8785388
Netherlands,NLD,2019,8839283
Netherlands,NLD,2020,8885337
Netherlands,NLD,2021,8929830
Netherlands,NLD,2022,9014411
Netherlands,NLD,2023,9106262
New Zealand,NZL,1950,952346
New Zealand,NZL,1951,971457
New Zealand,NZL,1952,993885
New Zealand,NZL,1953,1018314
New Zealand,NZL,1954,1041668
New Zealand,NZL,1955,1063643
New Zealand,NZL,1956,1086206
New Zealand,NZL,1957,1110555
New Zealand,NZL,1958,1135930
New Zealand,NZL,1959,1160271
New Zealand,NZL,1960,1183578
New Zealand,NZL,1961,1208609
New Zealand,NZL,1962,1236028
New Zealand,NZL,1963,1263710
New Zealand,NZL,1964,1289816
New Zealand,NZL,1965,1313932
New Zealand,NZL,1966,1337245
New Zealand,NZL,1967,1359030
New Zealand,NZL,1968,1376993
New Zealand,NZL,1969,1393536
New Zealand,NZL,1970,1412526
New Zealand,NZL,1971,1434962
New Zealand,NZL,1972,1461192
New Zealand,NZL,1973,1491207
New Zealand,NZL,1974,1522684
New Zealand,NZL,1975,1549526
New Zealand,NZL,1976,1566448
New Zealand,NZL,1977,1574207
New Zealand,NZL,1978,1576608
New Zealand,NZL,1979,1577901
New Zealand,NZL,1980,1581527
New Zealand,NZL,1981,1589346
New Zealand,NZL,1982,1603227
New Zealand,NZL,1983,1621436
New Zealand,NZL,1984,1638179
New Zealand,NZL,1985,1648895
New Zealand,NZL,1986,1657125
New Zealand,NZL,1987,1667955
New Zealand,NZL,1988,1678781
New Zealand,NZL,1989,1690381
New Zealand,NZL,1990,1724271
New Zealand,NZL,1991,1767723
New Zealand,NZL,1992,1793443
New Zealand,NZL,1993,1813567
New Zealand,NZL,1994,1836903
New Zealand,NZL,1995,1863107
New Zealand,NZL,1996,1890528
New Zealand,NZL,1997,1915778
New Zealand,NZL,1998,1935624
New Zealand,NZL,1999,1950445
New Zealand,NZL,2000,1963887
New Zealand,NZL,2001,1982751
New Zealand,NZL,2002,2013348
New Zealand,NZL,2003,2049949
New Zealand,NZL,2004,2082124
New Zealand,NZL,2005,2109627
New Zealand,NZL,2006,2135024
New Zealand,NZL,2007,2157236
New Zealand,NZL,2008,2177457
New Zealand,NZL,2009,2199286
New Zealand,NZL,2010,2221760
New Zealand,NZL,2011,2240044
New Zealand,NZL,2012,2254987
New Zealand,NZL,2013,2274563
New Zealand,NZL,2014,2303863
New Zealand,NZL,2015,2342193
New Zealand,NZL,2016,2386398
New Zealand,NZL,2017,2430602
New Zealand,NZL,2018,2471080
New Zealand,NZL,2019,2513386
New Zealand,NZL,2020,2553139
New Zealand,NZL,2021,2572017
New Zealand,NZL,2022,2583403
New Zealand,NZL,2023,2603322
Nigeria,NGA,1950,18715795
Nigeria,NGA,1951,19085080
Nigeria,NGA,1952,19458952
Nigeria,NGA,1953,19833207
Nigeria,NGA,1954,20213959
Nigeria,NGA,1955,20607285
Nigeria,NGA,1956,21012130
Nigeria,NGA,1957,21427242
Nigeria,NGA,1958,21845493
Nigeria,NGA,1959,22278997
Nigeria,NGA,1960,22739989
Nigeria,NGA,1961,23222770
Nigeria,NGA,1962,23725590
Nigeria,NGA,1963,24244237
Nigeria,NGA,1964,24778364
Nigeria,NGA,1965,25330847
Nigeria,NGA,1966,25895716
Nigeria,NGA,1967,26466270
Nigeria,NGA,1968,27056481
Nigeria,NGA,1969,27672526
Nigeria,NGA,1970,28311315
Nigeria,NGA,1971,28972306
Nigeria,NGA,1972,29667564
Nigeria,NGA,1973,30411293
Nigeria,NGA,1974,31214884
Nigeria,NGA,1975,32088230
Nigeria,NGA,1976,33012659
Nigeria,NGA,1977,33993399
Nigeria,NGA,1978,35032525
Nigeria,NGA,1979,36112817
Nigeria,NGA,1980,37241593
Nigeria,NGA,1981,38389546
Nigeria,NGA,1982,39541592
Nigeria,NGA,1983,40566536
Nigeria,NGA,1984,41596061
Nigeria,NGA,1985,42763405
Nigeria,NGA,1986,43918541
Nigeria,NGA,1987,45079377
Nigeria,NGA,1988,46269959
Nigeria,NGA,1989,47497976
Nigeria,NGA,1990,48760880
Nigeria,NGA,1991,50034580
Nigeria,NGA,1992,51336193
Nigeria,NGA,1993,52683509
Nigeria,NGA,1994,54066015
Nigeria,NGA,1995,55485007
Nigeria,NGA,1996,56931957
Nigeria,NGA,1997,58405979
Nigeria,NGA,1998,59914241
Nigeria,NGA,1999,61470630
Nigeria,NGA,2000,63095924
Nigeria,NGA,2001,64790622
Nigeria,NGA,2002,66543145
Nigeria,NGA,2003,68354105
Nigeria,NGA,2004,70225593
Nigeria,NGA,2005,72156233
Nigeria,NGA,2006,74144472
Nigeria,NGA,2007,76197059
Nigeria,NGA,2008,78316558
Nigeria,NGA,2009,80497316
Nigeria,NGA,2010,82748165
Nigeria,NGA,2011,85069154
Nigeria,NGA,2012,87430387
Nigeria,NGA,2013,89806515
Nigeria,NGA,2014,92182376
Nigeria,NGA,2015,94518740
Nigeria,NGA,2016,96848902
Nigeria,NGA,2017,99196113
Nigeria,NGA,2018,101480188
Nigeria,NGA,2019,103695849
Nigeria,NGA,2020,105897419
Nigeria,NGA,2021,108111258
Nigeria,NGA,2022,110366193
Nigeria,NGA,2023,112676022
North Korea,PRK,1950,6004432
North Korea,PRK,1951,5836218
North Korea,PRK,1952,5718838
North Korea,PRK,1953,5691864
North Korea,PRK,1954,5723802
North Korea,PRK,1955,5797347
North Korea,PRK,1956,5889085
North Korea,PRK,1957,6009017
North Korea,PRK,1958,6155850
North Korea,PRK,1959,6293049
North Korea,PRK,1960,6420782
North Korea,PRK,1961,6547400
North Korea,PRK,1962,6676115
North Korea,PRK,1963,6820425
North Korea,PRK,1964,6973771
North Korea,PRK,1965,7130403
North Korea,PRK,1966,7296804
North Korea,PRK,1967,7482445
North Korea,PRK,1968,7676837
North Korea,PRK,1969,7868643
North Korea,PRK,1970,8061936
North Korea,PRK,1971,8252533
North Korea,PRK,1972,8444519
North Korea,PRK,1973,8623202
North Korea,PRK,1974,8776277
North Korea,PRK,1975,8917288
North Korea,PRK,1976,9045959
North Korea,PRK,1977,9163453
North Korea,PRK,1978,9277985
North Korea,PRK,1979,9394657
North Korea,PRK,1980,9514227
North Korea,PRK,1981,9639310
North Korea,PRK,1982,9769571
North Korea,PRK,1983,9901123
North Korea,PRK,1984,10034342
North Korea,PRK,1985,10169706
North Korea,PRK,1986,10307608
North Korea,PRK,1987,10447576
North Korea,PRK,1988,10589048
North Korea,PRK,1989,10732290
North Korea,PRK,1990,10878798
North Korea,PRK,1991,11029667
North Korea,PRK,1992,11184165
North Korea,PRK,1993,11340190
North Korea,PRK,1994,11496795
North Korea,PRK,1995,11631326
North Korea,PRK,1996,11741358
North Korea,PRK,1997,11846014
North Korea,PRK,1998,11943815
North Korea,PRK,1999,12034604
North Korea,PRK,2000,12116869
North Korea,PRK,2001,12190086
North Korea,PRK,2002,12253284
North Korea,PRK,2003,12326058
North Korea,PRK,2004,12408578
North Korea,PRK,2005,12480005
North Korea,PRK,2006,12544944
North Korea,PRK,2007,12606332
North Korea,PRK,2008,12664541
North Korea,PRK,2009,12718436
North Korea,PRK,2010,12767729
North Korea,PRK,2011,12815948
North Korea,PRK,2012,12864207
North Korea,PRK,2013,12913107
North Korea,PRK,2014,12962727
North Korea,PRK,2015,13012624
North Korea,PRK,2016,13062293
