Entity,Code,Year,Population - Sex: male - Age: all - Variant: estimates
Lebanon,LBN,1980,1471363
Lebanon,LBN,1981,1502557
Lebanon,LBN,1982,1522492
Lebanon,LBN,1983,1538693
Lebanon,LBN,1984,1565094
Lebanon,LBN,1985,1594964
Lebanon,LBN,1986,1633970
Lebanon,LBN,1987,1674954
Lebanon,LBN,1988,1708844
Lebanon,LBN,1989,1742800
Lebanon,LBN,1990,1775677
Lebanon,LBN,1991,1812085
Lebanon,LBN,1992,1852420
Lebanon,LBN,1993,1890078
Lebanon,LBN,1994,1925559
Lebanon,LBN,1995,1961831
Lebanon,LBN,1996,1999552
Lebanon,LBN,1997,2037000
Lebanon,LBN,1998,2074022
Lebanon,LBN,1999,2111535
Lebanon,LBN,2000,2149045
Lebanon,LBN,2001,2185779
Lebanon,LBN,2002,2217015
Lebanon,LBN,2003,2248425
Lebanon,LBN,2004,2285655
Lebanon,LBN,2005,2321864
Lebanon,LBN,2006,2361793
Lebanon,LBN,2007,2408123
Lebanon,LBN,2008,2448859
Lebanon,LBN,2009,2482574
Lebanon,LBN,2010,2507567
Lebanon,LBN,2011,2535603
Lebanon,LBN,2012,2606072
Lebanon,LBN,2013,2859858
Lebanon,LBN,2014,3161604
Lebanon,LBN,2015,3218010
Lebanon,LBN,2016,3129837
Lebanon,LBN,2017,3034432
Lebanon,LBN,2018,2932213
Lebanon,LBN,2019,2823132
Lebanon,LBN,2020,2770018
Lebanon,LBN,2021,2777722
Lebanon,LBN,2022,2791095
Lebanon,LBN,2023,2806603
Lithuania,LTU,1950,1097472
Lithuania,LTU,1951,1112521
Lithuania,LTU,1952,1128215
Lithuania,LTU,1953,1144263
Lithuania,LTU,1954,1160577
Lithuania,LTU,1955,1177271
Lithuania,LTU,1956,1194580
Lithuania,LTU,1957,1212984
Lithuania,LTU,1958,1232684
Lithuania,LTU,1959,1253725
Lithuania,LTU,1960,1276376
Lithuania,LTU,1961,1299644
Lithuania,LTU,1962,1321524
Lithuania,LTU,1963,1341852
Lithuania,LTU,1964,1361996
Lithuania,LTU,1965,1381552
Lithuania,LTU,1966,1400437
Lithuania,LTU,1967,1418930
Lithuania,LTU,1968,1437189
Lithuania,LTU,1969,1454597
Lithuania,LTU,1970,1471439
Lithuania,LTU,1971,1489223
Lithuania,LTU,1972,1506583
Lithuania,LTU,1973,1522449
Lithuania,LTU,1974,1537578
Lithuania,LTU,1975,1552148
Lithuania,LTU,1976,1566386
Lithuania,LTU,1977,1580489
Lithuania,LTU,1978,1593572
Lithuania,LTU,1979,1605477
Lithuania,LTU,1980,1616875
Lithuania,LTU,1981,1628403
Lithuania,LTU,1982,1640482
Lithuania,LTU,1983,1654024
Lithuania,LTU,1984,1668117
Lithuania,LTU,1985,1681912
Lithuania,LTU,1986,1697857
Lithuania,LTU,1987,1715215
Lithuania,LTU,1988,1738013
Lithuania,LTU,1989,1749556
Lithuania,LTU,1990,1748498
Lithuania,LTU,1991,1751188
Lithuania,LTU,1992,1748730
Lithuania,LTU,1993,1739075
Lithuania,LTU,1994,1724735
Lithuania,LTU,1995,1708899
Lithuania,LTU,1996,1693281
Lithuania,LTU,1997,1678358
Lithuania,LTU,1998,1664247
Lithuania,LTU,1999,1650631
Lithuania,LTU,2000,1637888
Lithuania,LTU,2001,1622729
Lithuania,LTU,2002,1607491
Lithuania,LTU,2003,1592719
Lithuania,LTU,2004,1573279
Lithuania,LTU,2005,1545517
Lithuania,LTU,2006,1517823
Lithuania,LTU,2007,1497328
Lithuania,LTU,2008,1480620
Lithuania,LTU,2009,1462018
Lithuania,LTU,2010,1428946
Lithuania,LTU,2011,1395604
Lithuania,LTU,2012,1376438
Lithuania,LTU,2013,1362669
Lithuania,LTU,2014,1351379
Lithuania,LTU,2015,1338191
Lithuania,LTU,2016,1321129
Lithuania,LTU,2017,1304963
Lithuania,LTU,2018,1296660
Lithuania,LTU,2019,1300164
Lithuania,LTU,2020,1309132
Lithuania,LTU,2021,1313588
Lithuania,LTU,2022,1326203
Lithuania,LTU,2023,1345809
Luxembourg,LUX,1950,147830
Luxembourg,LUX,1951,148498
Luxembourg,LUX,1952,149254
Luxembourg,LUX,1953,150026
Luxembourg,LUX,1954,150806
Luxembourg,LUX,1955,151608
Luxembourg,LUX,1956,152300
Luxembourg,LUX,1957,152889
Luxembourg,LUX,1958,153556
Luxembourg,LUX,1959,154386
Luxembourg,LUX,1960,155117
Luxembourg,LUX,1961,156199
Luxembourg,LUX,1962,157693
Luxembourg,LUX,1963,159154
Luxembourg,LUX,1964,160740
Luxembourg,LUX,1965,162331
Luxembourg,LUX,1966,163832
Luxembourg,LUX,1967,164892
Luxembourg,LUX,1968,165537
Luxembourg,LUX,1969,166055
Luxembourg,LUX,1970,166411
Luxembourg,LUX,1971,167825
Luxembourg,LUX,1972,170280
Luxembourg,LUX,1973,171919
Luxembourg,LUX,1974,172816
Luxembourg,LUX,1975,173773
Luxembourg,LUX,1976,174684
Luxembourg,LUX,1977,175657
Luxembourg,LUX,1978,176837
Luxembourg,LUX,1979,177512
Luxembourg,LUX,1980,177652
Luxembourg,LUX,1981,177787
Luxembourg,LUX,1982,177772
Luxembourg,LUX,1983,177741
Luxembourg,LUX,1984,177898
Luxembourg,LUX,1985,178291
Luxembourg,LUX,1986,179168
Luxembourg,LUX,1987,180479
Luxembourg,LUX,1988,182195
Luxembourg,LUX,1989,184302
Luxembourg,LUX,1990,186886
Luxembourg,LUX,1991,189816
Luxembourg,LUX,1992,192566
Luxembourg,LUX,1993,195219
Luxembourg,LUX,1994,197869
Luxembourg,LUX,1995,200572
Luxembourg,LUX,1996,203326
Luxembourg,LUX,1997,206005
Luxembourg,LUX,1998,208822
Luxembourg,LUX,1999,211953
Luxembourg,LUX,2000,214974
Luxembourg,LUX,2001,217619
Luxembourg,LUX,2002,219982
Luxembourg,LUX,2003,222938
Luxembourg,LUX,2004,226528
Luxembourg,LUX,2005,230247
Luxembourg,LUX,2006,234085
Luxembourg,LUX,2007,237887
Luxembourg,LUX,2008,242443
Luxembourg,LUX,2009,247392
Luxembourg,LUX,2010,252314
Luxembourg,LUX,2011,258366
Luxembourg,LUX,2012,265103
Luxembourg,LUX,2013,271751
Luxembourg,LUX,2014,278524
Luxembourg,LUX,2015,285562
Luxembourg,LUX,2016,292953
Luxembourg,LUX,2017,299697
Luxembourg,LUX,2018,305742
Luxembourg,LUX,2019,311942
Luxembourg,LUX,2020,317316
Luxembourg,LUX,2021,322379
Luxembourg,LUX,2022,328893
Luxembourg,LUX,2023,334681
Malaysia,MYS,1950,3146261
Malaysia,MYS,1951,3225848
Malaysia,MYS,1952,3307942
Malaysia,MYS,1953,3392403
Malaysia,MYS,1954,3480265
Malaysia,MYS,1955,3572702
Malaysia,MYS,1956,3669604
Malaysia,MYS,1957,3771147
Malaysia,MYS,1958,3867307
Malaysia,MYS,1959,3957712
Malaysia,MYS,1960,4051976
Malaysia,MYS,1961,4150492
Malaysia,MYS,1962,4253234
Malaysia,MYS,1963,4359573
Malaysia,MYS,1964,4468393
Malaysia,MYS,1965,4578402
Malaysia,MYS,1966,4688886
Malaysia,MYS,1967,4796058
Malaysia,MYS,1968,4900615
Malaysia,MYS,1969,5007425
Malaysia,MYS,1970,5119369
Malaysia,MYS,1971,5240356
Malaysia,MYS,1972,5367445
Malaysia,MYS,1973,5497262
Malaysia,MYS,1974,5630391
Malaysia,MYS,1975,5766486
Malaysia,MYS,1976,5906195
Malaysia,MYS,1977,6049459
Malaysia,MYS,1978,6195874
Malaysia,MYS,1979,6345874
Malaysia,MYS,1980,6529070
Malaysia,MYS,1981,6747951
Malaysia,MYS,1982,6976480
Malaysia,MYS,1983,7215827
Malaysia,MYS,1984,7466101
Malaysia,MYS,1985,7727009
Malaysia,MYS,1986,7995651
Malaysia,MYS,1987,8268812
Malaysia,MYS,1988,8544326
Malaysia,MYS,1989,8819489
Malaysia,MYS,1990,9094580
Malaysia,MYS,1991,9363821
Malaysia,MYS,1992,9623283
Malaysia,MYS,1993,9880517
Malaysia,MYS,1994,10142181
Malaysia,MYS,1995,10409831
Malaysia,MYS,1996,10682565
Malaysia,MYS,1997,10959036
Malaysia,MYS,1998,11239160
Malaysia,MYS,1999,11516995
Malaysia,MYS,2000,11798277
Malaysia,MYS,2001,12098873
Malaysia,MYS,2002,12411551
Malaysia,MYS,2003,12724984
Malaysia,MYS,2004,13038567
Malaysia,MYS,2005,13353474
Malaysia,MYS,2006,13669752
Malaysia,MYS,2007,13985232
Malaysia,MYS,2008,14295932
Malaysia,MYS,2009,14597631
Malaysia,MYS,2010,14889276
Malaysia,MYS,2011,15173963
Malaysia,MYS,2012,15459566
Malaysia,MYS,2013,15751048
Malaysia,MYS,2014,16047490
Malaysia,MYS,2015,16350474
Malaysia,MYS,2016,16664115
Malaysia,MYS,2017,16981620
Malaysia,MYS,2018,17290821
Malaysia,MYS,2019,17586005
Malaysia,MYS,2020,17821827
Malaysia,MYS,2021,18008672
Malaysia,MYS,2022,18204482
Malaysia,MYS,2023,18410072
Malta,MLT,1950,140275
Malta,MLT,1951,143138
Malta,MLT,1952,144997
Malta,MLT,1953,146836
Malta,MLT,1954,148645
Malta,MLT,1955,150427
Malta,MLT,1956,152166
Malta,MLT,1957,153869
Malta,MLT,1958,155076
Malta,MLT,1959,155650
Malta,MLT,1960,155954
Malta,MLT,1961,156027
Malta,MLT,1962,155909
Malta,MLT,1963,155627
Malta,MLT,1964,155178
Malta,MLT,1965,154523
Malta,MLT,1966,153699
Malta,MLT,1967,152774
Malta,MLT,1968,152780
Malta,MLT,1969,153703
Malta,MLT,1970,154638
Malta,MLT,1971,155563
Malta,MLT,1972,156472
Malta,MLT,1973,157477
Malta,MLT,1974,158603
Malta,MLT,1975,159830
Malta,MLT,1976,161089
Malta,MLT,1977,162389
Malta,MLT,1978,163714
Malta,MLT,1979,165041
Malta,MLT,1980,166346
Malta,MLT,1981,167647
Malta,MLT,1982,168937
Malta,MLT,1983,170251
Malta,MLT,1984,171557
Malta,MLT,1985,172839
Malta,MLT,1986,174262
Malta,MLT,1987,175866
Malta,MLT,1988,177540
Malta,MLT,1989,179287
Malta,MLT,1990,181080
Malta,MLT,1991,182883
Malta,MLT,1992,184696
Malta,MLT,1993,186504
Malta,MLT,1994,188219
Malta,MLT,1995,189866
Malta,MLT,1996,191501
Malta,MLT,1997,193126
Malta,MLT,1998,194776
Malta,MLT,1999,196440
Malta,MLT,2000,198020
Malta,MLT,2001,199527
Malta,MLT,2002,201001
Malta,MLT,2003,202423
Malta,MLT,2004,203804
Malta,MLT,2005,205179
Malta,MLT,2006,206311
Malta,MLT,2007,207209
Malta,MLT,2008,208144
Malta,MLT,2009,209105
Malta,MLT,2010,210089
Malta,MLT,2011,211152
Malta,MLT,2012,212420
Malta,MLT,2013,213839
Malta,MLT,2014,217516
Malta,MLT,2015,223446
Malta,MLT,2016,229030
Malta,MLT,2017,236118
Malta,MLT,2018,246206
Malta,MLT,2019,258790
Malta,MLT,2020,268351
Malta,MLT,2021,272264
Malta,MLT,2022,274194
Malta,MLT,2023,276575
Mexico,MEX,1950,13735728
Mexico,MEX,1951,14104037
Mexico,MEX,1952,14491290
Mexico,MEX,1953,14899338
Mexico,MEX,1954,15331456
Mexico,MEX,1955,15786912
Mexico,MEX,1956,16263524
Mexico,MEX,1957,16759608
Mexico,MEX,1958,17274922
Mexico,MEX,1959,17810587
Mexico,MEX,1960,18363484
Mexico,MEX,1961,18946164
Mexico,MEX,1962,19567025
Mexico,MEX,1963,20215907
Mexico,MEX,1964,20890442
Mexico,MEX,1965,21590820
Mexico,MEX,1966,22316908
Mexico,MEX,1967,23065031
Mexico,MEX,1968,23831755
Mexico,MEX,1969,24612404
Mexico,MEX,1970,25402754
Mexico,MEX,1971,26201958
Mexico,MEX,1972,27010872
Mexico,MEX,1973,27827969
Mexico,MEX,1974,28650771
Mexico,MEX,1975,29476881
Mexico,MEX,1976,30302728
Mexico,MEX,1977,31127981
Mexico,MEX,1978,31955932
Mexico,MEX,1979,32782100
Mexico,MEX,1980,33597511
Mexico,MEX,1981,34353279
Mexico,MEX,1982,35054362
Mexico,MEX,1983,35753641
Mexico,MEX,1984,36452336
Mexico,MEX,1985,37152121
Mexico,MEX,1986,37854977
Mexico,MEX,1987,38562336
Mexico,MEX,1988,39273635
Mexico,MEX,1989,39980543
Mexico,MEX,1990,40708288
Mexico,MEX,1991,41467590
Mexico,MEX,1992,42230202
Mexico,MEX,1993,42988989
Mexico,MEX,1994,43745365
Mexico,MEX,1995,44501337
Mexico,MEX,1996,45251827
Mexico,MEX,1997,45992039
Mexico,MEX,1998,46725281
Mexico,MEX,1999,47451333
Mexico,MEX,2000,48159838
Mexico,MEX,2001,48864356
Mexico,MEX,2002,49572978
Mexico,MEX,2003,50272282
Mexico,MEX,2004,50965177
Mexico,MEX,2005,51659735
Mexico,MEX,2006,52368078
Mexico,MEX,2007,53118778
Mexico,MEX,2008,53910982
Mexico,MEX,2009,54714741
Mexico,MEX,2010,55513191
Mexico,MEX,2011,56305076
Mexico,MEX,2012,57066322
Mexico,MEX,2013,57796256
Mexico,MEX,2014,58476337
Mexico,MEX,2015,59066014
Mexico,MEX,2016,59593141
Mexico,MEX,2017,60107325
Mexico,MEX,2018,60641043
Mexico,MEX,2019,61184486
Mexico,MEX,2020,61635473
Mexico,MEX,2021,61979790
Mexico,MEX,2022,62401728
Mexico,MEX,2023,62926135
Montenegro,MNE,1950,188121
Montenegro,MNE,1951,191175
Montenegro,MNE,1952,194744
Montenegro,MNE,1953,198633
Montenegro,MNE,1954,202297
Montenegro,MNE,1955,205747
Montenegro,MNE,1956,209067
Montenegro,MNE,1957,212284
Montenegro,MNE,1958,215414
Montenegro,MNE,1959,218474
Montenegro,MNE,1960,221532
Montenegro,MNE,1961,224895
Montenegro,MNE,1962,228491
Montenegro,MNE,1963,231977
Montenegro,MNE,1964,235320
Montenegro,MNE,1965,238511
Montenegro,MNE,1966,241565
Montenegro,MNE,1967,244475
Montenegro,MNE,1968,247213
Montenegro,MNE,1969,249845
Montenegro,MNE,1970,252418
Montenegro,MNE,1971,255271
Montenegro,MNE,1972,258481
Montenegro,MNE,1973,261727
Montenegro,MNE,1974,264867
Montenegro,MNE,1975,267966
Montenegro,MNE,1976,271049
Montenegro,MNE,1977,274076
Montenegro,MNE,1978,277021
Montenegro,MNE,1979,279988
Montenegro,MNE,1980,283125
Montenegro,MNE,1981,285892
Montenegro,MNE,1982,287962
Montenegro,MNE,1983,289792
Montenegro,MNE,1984,291568
Montenegro,MNE,1985,293296
Montenegro,MNE,1986,295018
Montenegro,MNE,1987,296775
Montenegro,MNE,1988,298506
Montenegro,MNE,1989,300210
Montenegro,MNE,1990,301853
Montenegro,MNE,1991,303202
Montenegro,MNE,1992,304139
Montenegro,MNE,1993,304827
Montenegro,MNE,1994,305334
Montenegro,MNE,1995,305669
Montenegro,MNE,1996,305831
Montenegro,MNE,1997,305796
Montenegro,MNE,1998,305533
Montenegro,MNE,1999,305043
Montenegro,MNE,2000,304392
Montenegro,MNE,2001,303672
Montenegro,MNE,2002,302962
Montenegro,MNE,2003,302389
Montenegro,MNE,2004,302537
Montenegro,MNE,2005,303122
Montenegro,MNE,2006,303431
Montenegro,MNE,2007,303574
Montenegro,MNE,2008,303679
Montenegro,MNE,2009,303830
Montenegro,MNE,2010,303943
Montenegro,MNE,2011,304425
Montenegro,MNE,2012,304970
Montenegro,MNE,2013,304908
Montenegro,MNE,2014,304119
Montenegro,MNE,2015,302621
Montenegro,MNE,2016,300785
Montenegro,MNE,2017,298779
Montenegro,MNE,2018,296686
Montenegro,MNE,2019,294662
Montenegro,MNE,2020,292717
Montenegro,MNE,2021,290588
Montenegro,MNE,2022,295735
Montenegro,MNE,2023,304875
Nepal,NPL,1950,4177330
Nepal,NPL,1951,4267596
Nepal,NPL,1952,4357271
Nepal,NPL,1953,4445208
Nepal,NPL,1954,4532535
Nepal,NPL,1955,4620214
Nepal,NPL,1956,4707851
Nepal,NPL,1957,4795997
Nepal,NPL,1958,4883484
Nepal,NPL,1959,4973402
Nepal,NPL,1960,5069706
Nepal,NPL,1961,5171404
Nepal,NPL,1962,5277530
Nepal,NPL,1963,5386912
Nepal,NPL,1964,5500505
Nepal,NPL,1965,5619750
Nepal,NPL,1966,5743533
Nepal,NPL,1967,5871851
Nepal,NPL,1968,6004847
Nepal,NPL,1969,6141199
Nepal,NPL,1970,6281689
Nepal,NPL,1971,6424730
Nepal,NPL,1972,6570199
Nepal,NPL,1973,6719141
Nepal,NPL,1974,6871706
Nepal,NPL,1975,7028392
Nepal,NPL,1976,7186643
Nepal,NPL,1977,7353000
Nepal,NPL,1978,7529957
Nepal,NPL,1979,7712067
Nepal,NPL,1980,7900551
Nepal,NPL,1981,8092274
Nepal,NPL,1982,8286694
Nepal,NPL,1983,8489658
Nepal,NPL,1984,8694058
Nepal,NPL,1985,8893981
Nepal,NPL,1986,9090285
Nepal,NPL,1987,9278867
Nepal,NPL,1988,9468788
Nepal,NPL,1989,9676591
Nepal,NPL,1990,9912905
Nepal,NPL,1991,10174261
Nepal,NPL,1992,10465352
Nepal,NPL,1993,10751279
Nepal,NPL,1994,11018367
Nepal,NPL,1995,11277193
Nepal,NPL,1996,11514811
Nepal,NPL,1997,11741809
Nepal,NPL,1998,11959440
Nepal,NPL,1999,12167552
Nepal,NPL,2000,12361016
Nepal,NPL,2001,12541419
Nepal,NPL,2002,12709134
Nepal,NPL,2003,12861420
Nepal,NPL,2004,12993916
Nepal,NPL,2005,13104919
Nepal,NPL,2006,13193798
Nepal,NPL,2007,13262760
Nepal,NPL,2008,13319477
Nepal,NPL,2009,13366138
Nepal,NPL,2010,13405753
Nepal,NPL,2011,13420836
Nepal,NPL,2012,13406638
Nepal,NPL,2013,13383189
Nepal,NPL,2014,13378368
Nepal,NPL,2015,13420015
Nepal,NPL,2016,13449652
Nepal,NPL,2017,13429660
Nepal,NPL,2018,13419157
Nepal,NPL,2019,13600680
Nepal,NPL,2020,13942571
Nepal,NPL,2021,14240045
Nepal,NPL,2022,14345260
Nepal,NPL,2023,14279238
Netherlands,NLD,1950,5041100
Netherlands,NLD,1951,5114888
Netherlands,NLD,1952,5172069
Netherlands,NLD,1953,5227241
Netherlands,NLD,1954,5288608
Netherlands,NLD,1955,5355934
Netherlands,NLD,1956,5425368
Netherlands,NLD,1957,5494569
Netherlands,NLD,1958,5574080
Netherlands,NLD,1959,5652638
Netherlands,NLD,1960,5720353
Netherlands,NLD,1961,5796806
Netherlands,NLD,1962,5882501
Netherlands,NLD,1963,5963113
Netherlands,NLD,1964,6045866
Netherlands,NLD,1965,6135622
Netherlands,NLD,1966,6222670
Netherlands,NLD,1967,6293305
Netherlands,NLD,1968,6354806
Netherlands,NLD,1969,6429786
Netherlands,NLD,1970,6513768
Netherlands,NLD,1971,6593472
Netherlands,NLD,1972,6656525
Netherlands,NLD,1973,6705565
Netherlands,NLD,1974,6753676
Netherlands,NLD,1975,6810694
Netherlands,NLD,1976,6860189
Netherlands,NLD,1977,6895257
Netherlands,NLD,1978,6932100
Netherlands,NLD,1979,6975462
Netherlands,NLD,1980,7027432
Netherlands,NLD,1981,7072137
Netherlands,NLD,1982,7099231
Netherlands,NLD,1983,7117743
Netherlands,NLD,1984,7140012
Netherlands,NLD,1985,7173354
Netherlands,NLD,1986,7214195
Netherlands,NLD,1987,7261713
Netherlands,NLD,1988,7310906
Netherlands,NLD,1989,7356522
Netherlands,NLD,1990,7411726
Netherlands,NLD,1991,7475764
Netherlands,NLD,1992,7537222
Netherlands,NLD,1993,7593348
Netherlands,NLD,1994,7641345
Netherlands,NLD,1995,7681530
Netherlands,NLD,1996,7718040
Netherlands,NLD,1997,7758769
Netherlands,NLD,1998,7810362
Netherlands,NLD,1999,7867377
Netherlands,NLD,2000,7928281
Netherlands,NLD,2001,7992918
Netherlands,NLD,2002,8047199
Netherlands,NLD,2003,8085578
Netherlands,NLD,2004,8112063
Netherlands,NLD,2005,8128982
Netherlands,NLD,2006,8141351
Netherlands,NLD,2007,8159616
Netherlands,NLD,2008,8194562
Netherlands,NLD,2009,8241491
Netherlands,NLD,2010,8286280
Netherlands,NLD,2011,8327270
Netherlands,NLD,2012,8360539
Netherlands,NLD,2013,8387693
Netherlands,NLD,2014,8421887
Netherlands,NLD,2015,8464743
Netherlands,NLD,2016,8519686
Netherlands,NLD,2017,8579852
Netherlands,NLD,2018,8635894
Netherlands,NLD,2019,8698227
Netherlands,NLD,2020,8751395
Netherlands,NLD,2021,8800727
Netherlands,NLD,2022,8890016
Netherlands,NLD,2023,8986260
New Zealand,NZL,1950,958931
New Zealand,NZL,1951,979768
New Zealand,NZL,1952,1003878
New Zealand,NZL,1953,1029442
New Zealand,NZL,1954,1053488
New Zealand,NZL,1955,1076039
New Zealand,NZL,1956,1098642
New Zealand,NZL,1957,1123146
New Zealand,NZL,1958,1149074
New Zealand,NZL,1959,1173228
New Zealand,NZL,1960,1195907
New Zealand,NZL,1961,1221150
New Zealand,NZL,1962,1248378
New Zealand,NZL,1963,1274421
New Zealand,NZL,1964,1298967
New Zealand,NZL,1965,1322567
New Zealand,NZL,1966,1345339
New Zealand,NZL,1967,1364397
New Zealand,NZL,1968,1377534
New Zealand,NZL,1969,1390864
New Zealand,NZL,1970,1409657
New Zealand,NZL,1971,1432219
New Zealand,NZL,1972,1458060
New Zealand,NZL,1973,1487787
New Zealand,NZL,1974,1518551
New Zealand,NZL,1975,1544509
New Zealand,NZL,1976,1560187
New Zealand,NZL,1977,1565934
New Zealand,NZL,1978,1565635
New Zealand,NZL,1979,1563709
New Zealand,NZL,1980,1564805
New Zealand,NZL,1981,1570502
New Zealand,NZL,1982,1581906
New Zealand,NZL,1983,1597848
New Zealand,NZL,1984,1611648
New Zealand,NZL,1985,1619138
New Zealand,NZL,1986,1624395
New Zealand,NZL,1987,1631492
New Zealand,NZL,1988,1637255
New Zealand,NZL,1989,1643447
New Zealand,NZL,1990,1672718
New Zealand,NZL,1991,1713210
New Zealand,NZL,1992,1738809
New Zealand,NZL,1993,1760043
New Zealand,NZL,1994,1784138
New Zealand,NZL,1995,1811332
New Zealand,NZL,1996,1838851
New Zealand,NZL,1997,1861169
New Zealand,NZL,1998,1875745
New Zealand,NZL,1999,1885106
New Zealand,NZL,2000,1893691
New Zealand,NZL,2001,1909019
New Zealand,NZL,2002,1937784
New Zealand,NZL,2003,1972646
New Zealand,NZL,2004,2001792
New Zealand,NZL,2005,2025383
New Zealand,NZL,2006,2046913
New Zealand,NZL,2007,2066031
New Zealand,NZL,2008,2084372
New Zealand,NZL,2009,2105031
New Zealand,NZL,2010,2126009
New Zealand,NZL,2011,2142668
New Zealand,NZL,2012,2156691
New Zealand,NZL,2013,2179291
New Zealand,NZL,2014,2219121
New Zealand,NZL,2015,2271833
New Zealand,NZL,2016,2328379
New Zealand,NZL,2017,2382151
New Zealand,NZL,2018,2429771
New Zealand,NZL,2019,2476010
New Zealand,NZL,2020,2516753
New Zealand,NZL,2021,2535675
New Zealand,NZL,2022,2548326
New Zealand,NZL,2023,2569514
Nigeria,NGA,1950,18567217
Nigeria,NGA,1951,18909001
Nigeria,NGA,1952,19257251
Nigeria,NGA,1953,19606609
Nigeria,NGA,1954,19962365
Nigeria,NGA,1955,20328360
Nigeria,NGA,1956,20703932
Nigeria,NGA,1957,21090234
Nigeria,NGA,1958,21479151
Nigeria,NGA,1959,21882683
Nigeria,NGA,1960,22313789
Nigeria,NGA,1961,22766543
Nigeria,NGA,1962,23239707
Nigeria,NGA,1963,23729340
Nigeria,NGA,1964,24233648
Nigeria,NGA,1965,24755925
Nigeria,NGA,1966,25292524
Nigeria,NGA,1967,25826805
Nigeria,NGA,1968,26376311
Nigeria,NGA,1969,26959392
Nigeria,NGA,1970,27582527
Nigeria,NGA,1971,28242380
Nigeria,NGA,1972,28934189
Nigeria,NGA,1973,29670839
Nigeria,NGA,1974,30464280
Nigeria,NGA,1975,31322585
Nigeria,NGA,1976,32245352
Nigeria,NGA,1977,33241191
Nigeria,NGA,1978,34294011
Nigeria,NGA,1979,35385430
Nigeria,NGA,1980,36523053
Nigeria,NGA,1981,37678561
Nigeria,NGA,1982,38837116
Nigeria,NGA,1983,39871728
Nigeria,NGA,1984,40930375
Nigeria,NGA,1985,42134573
Nigeria,NGA,1986,43317405
Nigeria,NGA,1987,44512344
Nigeria,NGA,1988,45750127
Nigeria,NGA,1989,47033037
Nigeria,NGA,1990,48360060
Nigeria,NGA,1991,49685586
Nigeria,NGA,1992,51036578
Nigeria,NGA,1993,52438567
Nigeria,NGA,1994,53869711
Nigeria,NGA,1995,55334422
Nigeria,NGA,1996,56822829
Nigeria,NGA,1997,58348810
Nigeria,NGA,1998,59932011
Nigeria,NGA,1999,61576698
Nigeria,NGA,2000,63286571
Nigeria,NGA,2001,65071980
Nigeria,NGA,2002,66928846
Nigeria,NGA,2003,68848534
Nigeria,NGA,2004,70831456
Nigeria,NGA,2005,72861026
Nigeria,NGA,2006,74932868
Nigeria,NGA,2007,77070210
Nigeria,NGA,2008,79278461
Nigeria,NGA,2009,81552145
Nigeria,NGA,2010,83894723
Nigeria,NGA,2011,86310443
Nigeria,NGA,2012,88770241
Nigeria,NGA,2013,91242927
Nigeria,NGA,2014,93714534
Nigeria,NGA,2015,96153140
Nigeria,NGA,2016,98594799
Nigeria,NGA,2017,101058468
Nigeria,NGA,2018,103458569
Nigeria,NGA,2019,105789800
Nigeria,NGA,2020,108098754
Nigeria,NGA,2021,110418037
Nigeria,NGA,2022,112784710
Nigeria,NGA,2023,115206938
North Korea,PRK,1950,5112308
North Korea,PRK,1951,4747354
North Korea,PRK,1952,4534826
North Korea,PRK,1953,4485558
North Korea,PRK,1954,4519005
North Korea,PRK,1955,4605974
North Korea,PRK,1956,4711304
North Korea,PRK,1957,4845678
North Korea,PRK,1958,5007899
North Korea,PRK,1959,5159944
North Korea,PRK,1960,5302177
North Korea,PRK,1961,5443323
North Korea,PRK,1962,5586774
North Korea,PRK,1963,5746634
North Korea,PRK,1964,5916007
North Korea,PRK,1965,6088970
North Korea,PRK,1966,6272309
North Korea,PRK,1967,6475921
North Korea,PRK,1968,6688760
North Korea,PRK,1969,6898974
North Korea,PRK,1970,7110845
North Korea,PRK,1971,7319932
North Korea,PRK,1972,7530550
North Korea,PRK,1973,7727172
North Korea,PRK,1974,7896856
North Korea,PRK,1975,8053776
North Korea,PRK,1976,8197503
North Korea,PRK,1977,8329349
North Korea,PRK,1978,8458014
North Korea,PRK,1979,8588821
North Korea,PRK,1980,8722565
North Korea,PRK,1981,8861990
North Korea,PRK,1982,9006798
North Korea,PRK,1983,9152904
North Korea,PRK,1984,9300702
North Korea,PRK,1985,9450690
North Korea,PRK,1986,9603251
North Korea,PRK,1987,9757924
North Korea,PRK,1988,9914111
North Korea,PRK,1989,10072076
North Korea,PRK,1990,10233341
North Korea,PRK,1991,10398978
North Korea,PRK,1992,10566750
North Korea,PRK,1993,10733165
North Korea,PRK,1994,10897184
North Korea,PRK,1995,11037980
North Korea,PRK,1996,11154388
North Korea,PRK,1997,11264818
North Korea,PRK,1998,11367755
North Korea,PRK,1999,11463006
North Korea,PRK,2000,11549047
North Korea,PRK,2001,11625283
North Korea,PRK,2002,11690691
North Korea,PRK,2003,11764323
North Korea,PRK,2004,11846358
North Korea,PRK,2005,11916431
North Korea,PRK,2006,11979567
North Korea,PRK,2007,12040058
North Korea,PRK,2008,12100082
North Korea,PRK,2009,12159902
North Korea,PRK,2010,12219538
North Korea,PRK,2011,12281925
North Korea,PRK,2012,12347522
North Korea,PRK,2013,12416346
North Korea,PRK,2014,12488546
North Korea,PRK,2015,12562726
North Korea,PRK,2016,12636045
